1,see ,～に会う,入門編
640,hungry,空腹の/空腹な/お腹がすいて,入門編
641,glad,うれしい/喜んで,入門編
642,strong,強い/丈夫な/たくましい,入門編
643,down,下へ/下に/下の方へ,入門編
644,traditional,伝統的な/昔ふうの,入門編
645,exciting,興奮させる/わくわくさせる/おもしろい,入門編
646,busy,いそがしい,入門編
647,wonderful,すばらしい/とてもすてきな,入門編
648,young,若い/幼い,入門編
649,again,また/もう一度/再び,入門編
650,important,重要な/重大な/大切な,入門編
651,full,いっぱいの/満ちた,入門編
652,main,主な/主要な,入門編
653,large,広い/大きい/広大な,入門編
654,a.m.,午前,入門編
655,someday,いつか/そのうち,入門編
656,American,アメリカの/アメリカ人の,入門編
657,clear,澄んだ,入門編
658,thirsty,のどがかわいた,入門編
659,fine,元気な/調子のよい/健康な/すばらしい,入門編
660,cute,かわいい,入門編
661,far,遠くに/遠く,入門編
662,sunny,晴れた/晴れの/日の照っている,入門編
663,cloudy,くもりの/くもった,入門編
664,rainy,雨降りの/雨の,入門編
665,several,いくつかの/いく人かの/数個の,入門編
666,pretty,かわいい/かわいらしい,入門編
667,surprised,驚いて/驚いた,入門編
668,angry,怒って/腹を立てて/怒った,入門編
669,sleepy,眠そうな/眠い,入門編
670,perfect,完璧な/申し分ない/完全な,入門編
671,tall,背が高い/(細長く)高い,入門編
672,lucky,運のよい/幸運な,入門編
673,hard,熱心に/一生懸命に/懸命に,入門編
674,funny,おかしい/おかしな/おもしろい,入門編
675,soft,やわらかい,入門編
676,those,あれらの/それらの,入門編
677,hello,こんにちは。/やあ。,入門編
678,to,(到達地点)～へ/～に/～まで,入門編
679,hi,こんにちは。/やあ。,入門編
680,from,～出身の/～から/～からの,入門編
681,but,しかし/だが/ところが/けれども,入門編
682,and,～と～/～および～,入門編
683,for,～のために/～にとって/～に対して/～用の,入門編
684,about,～について/～に関して,入門編
685,on,～の上に/～の上で/～の上の,入門編
686,near,～の近くに,入門編
687,before,～の前に/～の前の,入門編
688,after,～のあとに/～のあとの/～のあとで,入門編
689,or,～か～/～または～/～あるいは～/～それとも～,入門編
690,by,(場所)～のそばに,入門編
691,with,(人)～と一緒に/～とともに/～と同時に,入門編
692,around,～のまわりに/～の周囲に/～のあたりで/～の近くに,入門編
693,during,～の間/～の間中/～中/(後ろにvacati～nのような期間を表す言葉を伴う),入門編
694,in,～の中の/～の中で/～の中に/(場所/空間を表す言葉を後ろにともなう),入門編
695,of,～の/～のうちの/～に属する,入門編
696,at,(場所)～に/(場所)～で/(何時)～に/(値段)～で/(場所・時間・数値などの一点を示す場合に使われる),入門編
697,bye,さようなら/バイバイ/じゃあね,入門編
698,get up,起き上がる/起きる,入門編
699,take a bath,入浴する,入門編
700,under,～の下に/～の下で,入門編
701,take a picture,写真を撮る,入門編
702,behind,～のうしろに/～のうしろで/～の背後に,入門編
703,as,～として,入門編
704,have fun,楽しむ,入門編
705,into,～の中に/～の中へ,入門編
706,over,～以上で/～より多く/～を越えて,入門編
707,against,～に対して/～に対抗して/～に反対して,入門編
708,hey,ねえ/おい/ちょっと,入門編
709,go home,家に帰る/帰宅する,入門編
710,sit down,座る/席につく,入門編
711,stand up,立ち上がる,入門編
712,wake up,起きる/目覚める/目を覚ます,入門編
713,in the morning,朝に/午前中に,入門編
714,turn on A,Aのスイッチを入れる/A(のスイッチなど)をつける,入門編
715,want to,～したい,入門編
716,welcome,ようこそ/いらっしゃい,入門編
717,be from A,Aの出身である,入門編
718,be good at 〜,〜が上手である/〜が得意である,入門編
719,very much,とても/たいへん/非常に,入門編
720,every day,毎日,入門編
721,go to bed,寝る,入門編
722,Excuse me.,すみません。/失礼します。/失礼ですが。,入門編
723,look at A,(注意してよく)Aを見る,入門編
724,next to A,Aのとなりに/Aのとなりの,入門編
725,listen to A,(じっと耳を傾けて)Aを聞く,入門編
726,a lot of A,たくさんのA/多数のA,入門編
727,Of course.,もちろん。,入門編
728,one day,(過去の)ある日/(未来の)いつか,入門編
729,look for A,Aをさがす,入門編
730,be interested in A,Aに興味がある/Aに興味を持っている/Aに関心を持っている,入門編
731,for example,たとえば,入門編
732,in front of A,Aの前に/Aの前の/Aの前で/Aの正面に,入門編
733,would like to 〜,〜したいと思う,入門編
734,All right.,わかりました。/いいですよ。/よろしい。/了解。/大丈夫。,入門編
735,out of,～から/～から外へ,入門編
736,look around,見渡す/あたりを見回す,入門編
737,Here you are.,はい、どうぞ。/どうぞ。,入門編
738,Thank you.,ありがとう。,入門編
739,You're welcome.,どういたしまして。,入門編
740,I'm sorry.,申し訳ありません。/すみません。/残念ながら。,入門編
741,See you.,またね。/じゃあね。,入門編
742,Good morning.,おはよう。,入門編
743,What time 〜?,何時に〜か？,入門編
744,That's right.,そのとおり。,入門編
745,How many 〜?,いくつの〜ですか。/どれくらいたくさんの〜ですか。,入門編
746,let's V,Vしましょう,入門編
747,I see.,わかりました。/なるほど。,入門編
748,How much 〜?,〜はいくらですか。,入門編
749,How are you?,調子はどうですか。/ごきげんいかがですか。/お元気ですか。,入門編
750,Thanks.,ありがとう。,入門編
751,Can I 〜?,〜してもよいですか。,入門編
752,Can you 〜?,〜してもらえませんか。/〜してくれませんか。,入門編
753,May I 〜?,〜してもよいですか。,入門編
754,Good night.,おやすみ。,入門編
755,"Yes, please.",はい、お願いします。,入門編
756,"No, thank you.",いえ/結構です。,入門編
757,Good afternoon.,こんにちは。,入門編
758,practice ,～を練習する,基本編
759,climb ,～を登る/～に登る,基本編
760,hold ,(手などでしっかり)～を持つ/～をにぎる/～をだく,基本編
761,understand ,～を理解する/～がわかる,基本編
762,remember ,～を覚えている/～を思い出す,基本編
763,break ,～を割る/～を壊す/～を破る,基本編
764,look C,(外見が)Cに見える/Cの顔をしている,基本編
765,sound C,Cと聞こえる/Cに思える/Cと思われる,基本編
766,may,～かもしれない/たぶん～だろう,基本編
767,should,～したほうがいい/～すべきである (義務/当然を表す),基本編
768,follow ,～に従う/～(命令/ルールなど)を守る,基本編
769,miss ,～を逃す/～を見逃す/～を欠席する/～に乗り遅れる,基本編
770,forget ,～を忘れる,基本編
771,lose ,～をなくす/～を失う,基本編
772,answer ,～と答える/～に答える,基本編
773,pass ,～を通過する/～を通り過ぎる,基本編
774,name ,～を名づける,基本編
775,could,canの過去形,基本編
776,decide ,～を決定する/～を決める,基本編
777,will,～するつもりだ/～するだろう,基本編
778,carry ,～を運ぶ/～を持ち運ぶ/～を運搬する,基本編
779,borrow ,～を借りる,基本編
780,believe ,～と思う/～を信じる/～だと信じる,基本編
781,must,～しなければならない (必要/義務/命令を表す),基本編
782,paint ,(絵)～を描く/～をペンキで塗る,基本編
783,spend ,(時間/期間など)～を過ごす/～を使う/～を費やす,基本編
784,pay,払う/支払う,基本編
785,cry,叫ぶ/大声で言う/(声を上げて)泣く,基本編
786,begin,始まる/始める,基本編
787,laugh,(声を出して)笑う,基本編
788,wrap ,～を包装する/～を包む,基本編
789,improve,改良する/改善する/よりよくする/向上する,基本編
790,produce ,～を生ずる/～を生産する/～を生み出す/～をつくり出す/～を創作する/～をもたらす,基本編
791,share ,～をわかち合う/～を共有する/～を互いに分け合う,基本編
792,introduce ,～を紹介する,基本編
793,grow,育つ/成長する,基本編
794,prepare ,～を準備する/～を支度する,基本編
795,guess ,～を推測する,基本編
796,mind ,～を気にする/～をいやがる,基本編
797,move ,～を動かす,基本編
798,brush ,(髪など)～をとかす/～をみがく/～にブラシをかける,基本編
799,disappear,見えなくなる/消える/なくなる/消滅する,基本編
800,invite ,～を招待する/～を招く,基本編
801,return,帰る/戻る,基本編
802,die,死ぬ/亡くなる,基本編
803,hurt,hurtの過去形・過去分詞,基本編
804,fight,たたかう/争う,基本編
805,hurt ,～を傷つける/(肉体や感情などに対して使う),基本編
806,hit ,～に当たる/～に命中する,基本編
807,pray,祈る/祈願する,基本編
808,spread,広がる/広まる,基本編
809,bake ,～を焼く,基本編
810,burn ,～を燃やす,基本編
811,attract ,(人など)～をひきつける/～を魅了する/～を引き寄せる/(注意など)～をひく,基本編
812,rise,(太陽などが)のぼる/上がる/上昇する,基本編
813,cover ,～を覆う,基本編
814,gather ,～を集める,基本編
815,act,行動する/振る舞う,基本編
816,recommend ,～を勧める,基本編
817,decorate ,～を飾る,基本編
818,drive ,～を運転する,基本編
819,shall,【提案・勧誘】［相手の意思をたずねて］～しましょうか？,基本編
820,collect ,～を集める/～を収集する,基本編
821,express ,～を表現する/～を言い表す,基本編
822,kill ,～を殺す,基本編
823,recycle ,(廃品など)～を再生する/～を再生処理する/～を再利用する,基本編
824,protect ,～を保護する/～を守る,基本編
825,solve ,～を解決する,基本編
826,celebrate ,(特別な日/めでたいことなど)～を祝う,基本編
827,reach,～に着く/～に到着する,基本編
828,appear,現れる/登場する/出る,基本編
829,invent ,～を発明する,基本編
830,hang ,～をつるす,基本編
831,shoot ,(弾丸などで)～を撃つ,基本編
832,explain ,～を説明する,基本編
833,communicate,(情報/意思/気持ちなどを)伝える/伝え合う,基本編
834,cross ,～を渡る/～を横切る,基本編
835,enter ,(場所など)～に入る/～に入学する,基本編
836,include ,～を含む,基本編
837,jog,ゆっくり走る/ジョギングする,基本編
838,connect ,～を結びつける/～をつなぐ,基本編
839,serve ,(食事など)～を出す/～を給仕する/(人)～に食事を出す,基本編
840,ate,eatの過去形,基本編
841,became,bec～meの過去形,基本編
842,began,beginの過去形,基本編
843,bought,buyの過去形,基本編
844,came,c～meの過去形,基本編
845,chose,ch～～seの過去形,基本編
846,decrease,減る/減少する,基本編
847,did,d～の過去形,基本編
848,drank,drinkの過去形,基本編
849,drew,drawの過去形,基本編
850,fell,fallの過去形,基本編
851,flew,flyの過去形,基本編
852,forgot,f～rgetの過去形・過去分詞,基本編
853,found,findの過去形,基本編
854,gave,giveの過去形,基本編
855,got,getの過去形,基本編
856,grew,gr～wの過去形,基本編
857,had,haveの過去形,基本編
858,knew,kn～wの過去形,基本編
859,left,leaveの過去形・過去分詞,基本編
860,lost,l～seの過去形・過去分詞,基本編
861,made,makeの過去形,基本編
862,meant,meanの過去形・過去分詞,基本編
863,met,meetの過去形・過去分詞,基本編
864,ran,runの過去形,基本編
865,rode,rideの過去形,基本編
866,rose,riseの過去形,基本編
867,sang,singの過去形,基本編
868,sat,sitの過去形,基本編
869,saw,seeの過去形,基本編
870,spoke,speakの過去形,基本編
871,stood,standの過去形,基本編
872,swam,swimの過去形,基本編
873,took,takeの過去形,基本編
874,was,am/isの過去形,基本編
875,went,g～の過去形,基本編
876,were,areの過去形,基本編
877,woke,wakeの過去形,基本編
878,wrote,writeの過去形,基本編
879,dollar,ドル(アメリカ合衆国の通貨),基本編
880,aunt,おば/叔母/伯母,基本編
881,uncle,おじ/叔父/伯父,基本編
882,member,メンバー/会員/一員,基本編
883,language,言語/ことば/～語,基本編
884,speech,スピーチ/講演/演説,基本編
885,group,グループ/集団/班,基本編
886,story,話/物語,基本編
887,culture,文化,基本編
888,information,情報,基本編
889,plan,計画/予定,基本編
890,robot,ロボット,基本編
891,message,伝言/伝えたいこと/メッセージ,基本編
892,Chinese,中国語/中国人,基本編
893,experience,経験/体験,基本編
894,part,部分/一部,基本編
895,result,結果,基本編
896,break,休憩/休暇/休み,基本編
897,care,世話,基本編
898,line,列/並び/行列,基本編
899,nature,自然/自然界,基本編
900,earth,地球/(通常はtheを付けて用いる),基本編
901,hall,会館/ホール/集会所,基本編
902,rule,規則/ルール/きまり,基本編
903,reason,理由/わけ/根拠,基本編
904,village,村/村落,基本編
905,space,空間/場所,基本編
906,design,デザイン/図案/設計/設計図,基本編
907,end,終わり/最後/端,基本編
908,pet,ペット,基本編
909,contest,コンテスト/コンクール/競争,基本編
910,dish,皿,基本編
911,forest,森/森林,基本編
912,company,会社,基本編
913,memory,思い出/記憶/記憶力,基本編
914,tourist,旅行者/観光客,基本編
915,article,記事,基本編
916,everything,何もかも/全てのもの/あらゆるもの(こと),基本編
917,myself,私自身を［に］,基本編
918,someone,だれか/ある人,基本編
919,coin,硬貨/コイン,基本編
920,voice,声,基本編
921,plant,植物/草木,基本編
922,site,場所/用地/所在地/遺跡,基本編
923,piece,断片/破片/1つ/1枚/1個,基本編
924,trouble,面倒/困難/悩み/迷惑,基本編
925,feeling,感情/気持ち,基本編
926,order,注文/命令,基本編
927,floor,(建物の高さをしめす)階/フロア,基本編
928,baby,赤ちゃん,基本編
929,situation,状況/状態/情勢,基本編
930,hotel,ホテル/旅館,基本編
931,view,ながめ/景色,基本編
932,product,製品/生産物,基本編
933,fact,事実/現実,基本編
934,chorus,合唱/合唱部,基本編
935,half,半分,基本編
936,prize,賞,基本編
937,anyone,だれか/だれでも/だれも(～ない),基本編
938,nothing,何も～ない/少しも～ない,基本編
939,textbook,教科書,基本編
940,daughter,娘,基本編
941,drum,太鼓/ドラム,基本編
942,air,大気/空気,基本編
943,menu,メニュー,基本編
944,comic / comics,マンガ/(特に西洋風のマンガ),基本編
945,action,行動/一時の行為,基本編
946,staff,(集合的に)職員/社員/スタッフ,基本編
947,gate,門/門の扉,基本編
948,writer,作家/著者/作者,基本編
949,city hall,市役所,基本編
950,temperature,気温/温度,基本編
951,theater,劇場/映画館,基本編
952,guest,客/ゲスト,基本編
953,bean,豆,基本編
954,himself,彼自身,基本編
955,itself,それ自身,基本編
956,themselves,彼ら(彼女ら)自身を(に),基本編
957,topic,話題/トピック/テーマ,基本編
958,yourself,あなた自身を/あなた自身に/あなた自ら,基本編
959,clerk,店員,基本編
960,son,息子,基本編
961,meter,メートル,基本編
962,luck,幸運/運,基本編
963,hole,穴,基本編
964,dancer,ダンサー/踊る人,基本編
965,island,島,基本編
966,pot,つぼ/なべ/かめ,基本編
967,market,市場/市,基本編
968,peace,平和,基本編
969,match,試合,基本編
970,sightseeing,観光/見物,基本編
971,tower,塔/タワー,基本編
972,chef,シェフ/コック長,基本編
973,south,南/南部/南方,基本編
974,east,東/東方,基本編
975,price,価格/値段,基本編
976,meat,肉,基本編
977,airport,空港,基本編
978,herself,彼女自身/自ら,基本編
979,stair / stairs,階段/(複数形で使うことが多い),基本編
980,hair,毛/髪,基本編
981,wall,壁/塀,基本編
982,meaning,意味,基本編
983,pleasure,楽しみ/喜び,基本編
984,actor,俳優/役者,基本編
985,size,サイズ/大きさ,基本編
986,performer,芸人/上演者/演技者,基本編
987,type,種類/型/タイプ,基本編
988,statue,像/彫像,基本編
989,hero,英雄/ヒーロー/主人公,基本編
990,note,注(釈)/注釈/メモ/覚え書き,基本編
991,north,北/北方,基本編
992,west,西/西方/西部,基本編
993,attention,注意/注目,基本編
994,step,歩み/一歩/足元/足取り,基本編
995,Christmas,クリスマス,基本編
996,society,社会,基本編
997,rainbow,虹,基本編
998,ourselves,私たち自身,基本編
999,turtle,カメ,基本編
1000,finger,手の指,基本編
1001,bell,鈴/鈴の音/鐘/ベル,基本編
1002,noodle,麺/麺類,基本編
1003,blog,ブログ,基本編
1004,headache,頭痛,基本編
1005,degree,(温度などの)度,基本編
1006,neighbor,近所の人/隣人,基本編
1007,beef,牛肉,基本編
1008,key,鍵,基本編
1009,photographer,写真家/カメラマン,基本編
1010,magazine,雑誌,基本編
1011,knife,ナイフ/小刀/包丁,基本編
1012,trash,ごみ/くず,基本編
1013,subway,(アメリカ合衆国の)地下鉄,基本編
1014,apron,エプロン,基本編
1015,candy,キャンディ,基本編
1016,novel,小説,基本編
1017,pumpkin,カボチャ,基本編
1018,sunrise,日の出,基本編
1019,e-mail,Eメール/電子メール,基本編
1020,exam / examination,試験/テスト,基本編
1021,clock,(置き/かけ)時計,基本編
1022,tongue,舌/言語/国語,基本編
1023,bathroom,浴室/ふろ場,基本編
1024,chance,機会/好機/可能性,基本編
1025,crane,ツル,基本編
1026,quiz,クイズ/小テスト,基本編
1027,fever,熱,基本編
1028,picnic,ピクニック/行楽/遠足,基本編
1029,sweater,セーター,基本編
1030,kid,子ども,基本編
1031,seafood,シーフード/海産物/魚介/海鮮,基本編
1032,passenger,乗客,基本編
1033,souvenir,みやげ/記念品,基本編
1034,cookie,クッキー,基本編
1035,mouse,ネズミ/ハツカネズミ,基本編
1036,omelet,オムレツ,基本編
1037,cabbage,キャベツ,基本編
1038,yourselves,あなたがた自身を(に),基本編
1039,lesson,(学校の)授業/レッスン,基本編
1040,energy,エネルギー/活力,基本編
1041,gift,贈り物/ギフト,基本編
1042,power,力/動力/エネルギー/電力,基本編
1043,meeting,会議/集会/集まり,基本編
1044,opinion,意見/考え,基本編
1045,road,道路/道,基本編
1046,building,建物/ビル/建造物,基本編
1047,research,研究/調査,基本編
1048,Africa,アフリカ,基本編
1049,yen,円（日本の通貨）,基本編
1050,salt,塩,基本編
1051,customer,客/顧客,基本編
1052,website,ウェブサイト,基本編
1053,environment,自然環境/環境,基本編
1054,tool,手段/道具,基本編
1055,farm,農場,基本編
1056,difference,違い/相違,基本編
1057,leader,指導者/リーダー,基本編
1058,pudding,プリン/プディング,基本編
1059,earthquake,地震,基本編
1060,war,戦争/戦い,基本編
1061,adult,大人/成人,基本編
1062,designer,デザイナー/設計者,基本編
1063,character,登場人物/キャラクター,基本編
1064,medicine,薬/医薬,基本編
1065,Asia,アジア(大陸),基本編
1066,postcard,絵はがき/郵便はがき,基本編
1067,driver,運転手/運転する人,基本編
1068,effort,努力,基本編
1069,Dr. A,A博士/A先生(博士号を持っている人の名前の前につける),基本編
1070,rest,休み/休憩,基本編
1071,stage,舞台/ステージ,基本編
1072,meal,食事/料理,基本編
1073,pond,池,基本編
1074,list,名簿/リスト/一覧表,基本編
1075,cage,囲い/かご/(動物の)おり,基本編
1076,smartphone,スマートフォン,基本編
1077,square,正方形,基本編
1078,dictionary,辞書/辞典,基本編
1079,Spanish,スペイン語(人),基本編
1080,tooth,歯,基本編
1081,rope,なわ/ロープ,基本編
1082,video game,テレビゲーム,基本編
1083,plate,皿/取り皿/(浅くて丸いかたちの皿を示す),基本編
1084,dress,ドレス/衣装/ワンピース,基本編
1085,boat,ボート/小舟/船,基本編
1086,cafeteria,カフェテリア/食堂,基本編
1087,population,人口,基本編
1088,goods,商品/品物,基本編
1089,dessert,デザート,基本編
1090,wing,つばさ/羽,基本編
1091,speed,スピード/速度,基本編
1092,scene,場面/場所/景色/光景/風景/舞台,基本編
1093,corner,かど/曲がり角,基本編
1094,announcement,アナウンス/知らせ/発表,基本編
1095,graduation,卒業,基本編
1096,jet,ジェット機,基本編
1097,net,網/ネット,基本編
1098,calendar,カレンダー,基本編
1099,restroom,トイレ/洗面所,基本編
1100,coat,コート/上着,基本編
1101,rock,岩/岩石,基本編
1102,insect,昆虫/虫,基本編
1103,bat,(野球などの)バット,基本編
1104,tail,尾/尾ひれ/しっぽ,基本編
1105,sofa,ソファ,基本編
1106,disaster,災害,基本編
1107,percent,パーセント,基本編
1108,hint,ヒント,基本編
1109,factory,工場,基本編
1110,button,ボタン,基本編
1111,beginner,初心者/初級者/初学者,基本編
1112,envelope,封筒,基本編
1113,bucket,バケツ,基本編
1114,cafe,カフェ/喫茶店,基本編
1115,leaf,(草木の)葉,基本編
1116,pin,ピン/留め針,基本編
1117,pork,豚肉,基本編
1118,Hawaii,ハワイ(アメリカの州),基本編
1119,dolphin,イルカ,基本編
1120,farmer,農場主/農民/農業をする人/農夫,基本編
1121,sock,靴下,基本編
1122,ambulance,救急車,基本編
1123,Germany,ドイツ,基本編
1124,high school,高校,基本編
1125,Canada,カナダ,基本編
1126,airplane,飛行機,基本編
1127,bridge,橋/かけ橋,基本編
1128,anime,(日本の)アニメ,基本編
1129,project,企画/計画/プロジェクト,基本編
1130,air conditioner,空気調整装置/エアコン,基本編
1131,hot spring,温泉,基本編
1132,butter,バター,基本編
1133,nest,巣,基本編
1134,honey,はちみつ,基本編
1135,ant,アリ,基本編
1136,captain,(チームの)キャプテン/機長/船長,基本編
1137,drone,ドローン,基本編
1138,Sydney,シドニー(オーストラリアの都市),基本編
1139,London,ロンドン(イギリスの首都),基本編
1140,musician,音楽家/ミュージシャン,基本編
1141,junior high school,中学校,基本編
1142,mice,m～useの複数形,基本編
1143,rectangle,長方形,基本編
1144,Russia,ロシア連邦,基本編
1145,point,点/いい点/悪い点/問題の要点/大切な点,基本編
1146,ice,氷,基本編
1147,New York,ニューヨーク(アメリカ合衆国の都市),基本編
1148,the U.K.,イギリス,基本編
1149,mark,印/記号/マーク,基本編
1150,New Zealand,ニュージーランド,基本編
1151,Singapore,シンガポール,基本編
1152,tent,テント,基本編
1153,knives,knifeの複数形,基本編
1154,leaves,leafの複数形,基本編
1155,lives,lifeの複数形,基本編
1156,nut,木の実/ナッツ,基本編
1157,South Korea,韓国,基本編
1158,women,w～manの複数形,基本編
1159,o'clock,～時/ちょうど～時/～時の位置,基本編
1160,easily,容易に/簡単に/たやすく,基本編
1161,own,自分自身の/自身の,基本編
1162,careful,注意深い/慎重な/気をつける,基本編
1163,never,決して～ない/まだ一度も～ない/どんなときでも～ない,基本編
1164,difficult,難しい/困難な,基本編
1165,few,少数の/少しの/ほとんど～ない/(数えられる名詞を修飾する),基本編
1166,enough,(必要を満たすのに) 十分な,基本編
1167,so,そのように/そう(前述のことばをさす),基本編
1168,each,それぞれの/各自の,基本編
1169,different,違った/異なった/さまざまな/いろいろな,基本編
1170,finally,ついに/とうとう/最終的に,基本編
1171,TRUE,本当の/真実の,基本編
1172,foreign,外国の/外国産の,基本編
1173,even,～さえ/～でも/さらに,基本編
1174,however,しかしながら/けれども/だが/とはいえ,基本編
1175,round,丸い/球形の,基本編
1176,such,そのような/このような,基本編
1177,much,(数えられないものに対して)多量の/たくさんの/多くの,基本編
1178,sweet,(味覚が)甘い,基本編
1179,ready,用意ができて/準備ができて,基本編
1180,else,ほかに/ほかの/その他に,基本編
1181,nervous,緊張して/不安な,基本編
1182,actually,実際に(は)/実は,基本編
1183,expensive,(値段が)高い/高価な,基本編
1184,professional,プロの/専門の/専門職の,基本編
1185,maybe,たぶん/おそらく/ひょっとすると,基本編
1186,once,1度/1回,基本編
1187,national,国立の/国家の/国民の/国の,基本編
1188,necessary,必要な,基本編
1189,suddenly,突然/急に,基本編
1190,strange,奇妙な/不思議な/変な/いつもと違う,基本編
1191,alone,1人で/ただ～だけで,基本編
1192,natural,自然の/天然の,基本編
1193,safe,安全な/無事な,基本編
1194,rich,豊かな/金持ちの,基本編
1195,healthy,健康に良い/健康的な,基本編
1196,fresh,新鮮な,基本編
1197,past,過去の,基本編
1198,heavy,重い,基本編
1199,low,低い/少ない,基本編
1200,shy,内気な/恥ずかしがり屋の,基本編
1201,crowded,混雑した/混み合った/満員の,基本編
1202,wrong,あやまった/間違った,基本編
1203,friendly,好意的な/友好的な/人なつこい/優しい,基本編
1204,twice,2度/2回,基本編
1205,helpful,役に立つ/助けになる,基本編
1206,unique,特有の/独特の/独自の/とても珍しい,基本編
1207,similar,似た/似ている/同じような/類似した,基本編
1208,various,いろいろな/さまざまな,基本編
1209,active,活発な/活動的な/元気な/活動している,基本編
1210,original,独創的な/独自の,基本編
